customer_id,last_visit_date,country,device_type,traffic_source,sessions,pageviews,avg_session_duration_sec,bounce_rate,product_views,cart_additions,transactions,revenue_gbp,days_since_last_visit,email_clicks,support_visits,discount_usage_rate,returning_user,conversion_rate,cart_to_purchase_rate,pages_per_session,engagement_score,synthetic_ground_truth_segment,segment,segment_name
CUST-102639,2025-04-14,United Kingdom,Mobile,Email,1,10,122.3,0.817,6,1,0,0.0,51,0,0,0.27,0,0.0,0.0,10.0,37.55,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102640,2025-06-01,United Kingdom,Mobile,Paid Search,2,15,37.7,0.793,9,1,0,0.0,88,0,0,0.276,0,0.0,0.0,7.5,33.27,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102641,2025-05-17,Australia,Mobile,Paid Social,4,12,82.2,0.669,4,0,0,0.0,84,0,0,0.378,1,0.0,0.0,3.0,23.0,One-time Visitors,3,Engaged Non-Buyers
CUST-102642,2025-01-15,India,Desktop,Paid Search,4,13,56.5,0.921,4,1,0,0.0,170,0,0,0.44,0,0.0,0.0,3.25,16.18,One-time Visitors,3,Engaged Non-Buyers
CUST-102643,2025-02-10,United Kingdom,Mobile,Paid Search,2,7,136.6,0.964,5,0,0,0.0,96,0,0,0.022,1,0.0,0.0,3.5,20.22,One-time Visitors,3,Engaged Non-Buyers
CUST-102644,2025-01-04,United Kingdom,Mobile,Referral,26,155,614.2,0.056,63,8,7,666.13,10,1,3,0.068,1,0.2692,0.875,5.96,91.62,High Value Loyal,2,High Value Loyal Customers
CUST-102645,2025-02-13,India,Mobile,Paid Search,29,150,566.8,0.186,63,15,2,232.83,9,2,1,0.172,1,0.069,0.1333,5.17,84.24,High Value Loyal,2,High Value Loyal Customers
CUST-102646,2025-03-21,United Kingdom,Desktop,Paid Search,33,164,625.5,0.09,68,14,8,754.77,1,1,0,0.141,1,0.2424,0.5714,4.97,88.29,High Value Loyal,2,High Value Loyal Customers
CUST-102647,2025-05-18,United Kingdom,Tablet,Direct,16,97,388.4,0.511,46,7,3,243.61,38,5,1,0.961,1,0.1875,0.4286,6.06,64.75,Deal Seekers,4,Engaged Non-Buyers
CUST-102648,2025-04-21,United Kingdom,Mobile,Direct,2,12,120.0,0.616,7,0,0,0.0,144,0,0,0.479,0,0.0,0.0,6.0,36.51,One-time Visitors,3,Engaged Non-Buyers
CUST-102649,2025-01-08,United Kingdom,Mobile,Direct,11,75,478.7,0.238,56,1,0,0.0,34,4,0,0.651,0,0.0,0.0,6.82,81.52,Product Researchers,0,Product Researchers
CUST-102650,2025-05-30,India,Mobile,Email,2,9,71.9,0.703,5,0,0,0.0,113,1,0,0.334,0,0.0,0.0,4.5,26.63,One-time Visitors,3,Engaged Non-Buyers
CUST-102651,2025-04-20,United Kingdom,Mobile,Paid Social,5,16,75.3,0.536,3,0,1,54.14,84,0,0,0.209,0,0.2,0.0,3.2,26.28,One-time Visitors,3,Engaged Non-Buyers
CUST-102652,2025-06-25,Netherlands,Mobile,Direct,10,81,378.9,0.29,46,2,0,0.0,61,3,1,0.445,1,0.0,0.0,8.1,75.84,Product Researchers,0,Product Researchers
CUST-102653,2025-03-04,United Kingdom,Mobile,Direct,18,91,370.9,0.312,42,11,2,130.44,3,2,4,0.834,0,0.1111,0.1818,5.06,64.47,Deal Seekers,4,Engaged Non-Buyers
CUST-102654,2025-01-18,India,Desktop,Paid Search,22,107,262.5,0.168,42,2,1,45.68,23,0,0,0.501,1,0.0455,0.5,4.86,62.06,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-102655,2025-05-02,United Kingdom,Mobile,Paid Social,4,25,139.4,0.831,6,0,0,0.0,60,0,0,0.397,0,0.0,0.0,6.25,32.58,One-time Visitors,3,Engaged Non-Buyers
CUST-102656,2025-04-13,United Kingdom,Mobile,Organic Search,5,20,67.4,0.907,8,0,0,0.0,121,0,0,0.157,0,0.0,0.0,4.0,20.66,One-time Visitors,3,Engaged Non-Buyers
CUST-102657,2025-03-18,France,Mobile,Organic Search,19,117,339.5,0.113,54,3,1,67.47,55,1,2,0.219,1,0.0526,0.3333,6.16,75.02,Engaged Non-Buyers,0,Product Researchers
CUST-102658,2025-06-27,United Kingdom,Mobile,Paid Search,13,95,370.2,0.398,55,0,0,0.0,69,1,0,0.479,1,0.0,0.0,7.31,73.31,Product Researchers,0,Product Researchers
CUST-102659,2025-04-01,United Kingdom,Mobile,Paid Social,13,106,414.4,0.154,62,2,1,38.75,48,2,2,0.481,1,0.0769,0.5,8.15,85.95,Product Researchers,0,Product Researchers
CUST-102660,2025-04-23,United Kingdom,Mobile,Direct,17,112,593.9,0.209,64,3,1,72.85,24,2,1,0.35,0,0.0588,0.3333,6.59,89.75,Product Researchers,0,Product Researchers
CUST-102661,2025-01-20,India,Mobile,Organic Search,17,92,310.7,0.188,43,4,2,130.92,28,6,1,0.684,1,0.1176,0.5,5.41,65.98,Deal Seekers,4,Engaged Non-Buyers
CUST-102662,2025-03-20,United Kingdom,Mobile,Direct,14,108,400.4,0.269,58,2,1,93.69,28,1,2,0.212,0,0.0714,0.5,7.71,80.24,Product Researchers,0,Product Researchers
CUST-102663,2025-01-04,Germany,Mobile,Organic Search,4,13,166.2,0.794,8,0,0,0.0,107,1,0,0.178,1,0.0,0.0,3.25,26.07,One-time Visitors,3,Engaged Non-Buyers
CUST-102664,2025-03-27,United States,Mobile,Paid Search,3,10,142.3,0.826,4,1,1,39.48,110,0,0,0.543,0,0.3333,1.0,3.33,23.1,One-time Visitors,3,Engaged Non-Buyers
CUST-102665,2025-04-24,Australia,Mobile,Email,16,81,427.6,0.451,36,8,7,566.49,10,3,2,0.752,1,0.4375,0.875,5.06,61.99,Deal Seekers,2,High Value Loyal Customers
CUST-102666,2025-05-26,India,Mobile,Paid Search,3,14,61.0,0.953,4,0,0,0.0,140,2,1,0.134,0,0.0,0.0,4.67,20.04,One-time Visitors,3,Engaged Non-Buyers
CUST-102667,2025-03-29,India,Mobile,Organic Search,30,176,505.4,0.229,67,12,4,460.12,7,0,0,0.334,1,0.1333,0.3333,5.87,82.88,High Value Loyal,2,High Value Loyal Customers
CUST-102668,2025-06-12,India,Mobile,Referral,23,123,365.5,0.322,47,5,2,121.46,40,1,0,0.82,1,0.087,0.4,5.35,66.39,Deal Seekers,4,Engaged Non-Buyers
CUST-102669,2025-06-11,United States,Desktop,Organic Search,15,82,658.1,0.307,49,0,0,0.0,43,3,1,0.574,1,0.0,0.0,5.47,79.49,Product Researchers,0,Product Researchers
CUST-102670,2025-06-01,United States,Tablet,Paid Search,19,105,465.0,0.318,46,5,0,0.0,47,4,1,0.118,1,0.0,0.0,5.53,71.71,Engaged Non-Buyers,0,Product Researchers
CUST-102671,2025-01-18,United Kingdom,Mobile,Organic Search,16,94,462.2,0.409,39,6,2,87.95,29,1,0,0.944,1,0.125,0.3333,5.88,68.25,Deal Seekers,4,Engaged Non-Buyers
CUST-102672,2025-01-05,Germany,Mobile,Referral,15,77,514.7,0.204,43,2,0,0.0,19,1,2,0.304,1,0.0,0.0,5.13,74.91,Engaged Non-Buyers,0,Product Researchers
CUST-102673,2025-02-15,India,Desktop,Organic Search,4,14,109.5,0.728,5,0,0,0.0,96,0,1,0.366,0,0.0,0.0,3.5,24.75,One-time Visitors,3,Engaged Non-Buyers
CUST-102674,2025-01-19,United States,Desktop,Referral,3,23,83.1,0.593,11,0,0,0.0,176,1,0,0.204,0,0.0,0.0,7.67,41.68,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102675,2025-06-08,United States,Mobile,Direct,16,98,364.0,0.348,47,7,1,76.66,16,2,0,0.788,0,0.0625,0.1429,6.12,68.1,Deal Seekers,4,Engaged Non-Buyers
CUST-102676,2025-01-25,Australia,Mobile,Paid Search,17,96,477.5,0.381,52,2,1,66.48,41,1,1,0.169,1,0.0588,0.5,5.65,73.01,Engaged Non-Buyers,0,Product Researchers
CUST-102677,2025-01-26,India,Mobile,Direct,1,8,65.4,0.648,6,1,0,0.0,132,1,0,0.267,0,0.0,0.0,8.0,38.92,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102678,2025-05-24,United Kingdom,Desktop,Email,26,134,389.4,0.135,60,17,3,364.01,5,5,3,0.241,1,0.1154,0.1765,5.15,75.66,High Value Loyal,2,High Value Loyal Customers
CUST-102679,2025-01-18,Germany,Mobile,Direct,4,25,136.6,0.548,6,0,0,0.0,154,0,0,0.268,0,0.0,0.0,6.25,39.5,One-time Visitors,3,Engaged Non-Buyers
CUST-102680,2025-01-27,United Kingdom,Desktop,Organic Search,19,107,392.6,0.541,51,0,1,50.52,15,5,1,0.431,1,0.0526,0.0,5.63,64.4,Product Researchers,0,Product Researchers
CUST-102681,2025-01-11,United Kingdom,Mobile,Paid Search,13,82,400.0,0.37,37,2,1,49.11,10,0,0,0.133,1,0.0769,0.5,6.31,66.86,Engaged Non-Buyers,0,Product Researchers
CUST-102682,2025-02-11,Germany,Mobile,Direct,5,21,75.1,0.815,6,0,0,0.0,127,0,0,0.147,0,0.0,0.0,4.2,23.36,One-time Visitors,3,Engaged Non-Buyers
CUST-102683,2025-03-27,United Kingdom,Mobile,Display,17,81,510.3,0.137,39,4,0,0.0,55,2,0,0.255,1,0.0,0.0,4.76,73.97,Engaged Non-Buyers,0,Product Researchers
CUST-102684,2025-01-26,Canada,Desktop,Organic Search,15,99,532.4,0.223,49,3,0,0.0,25,1,1,0.26,1,0.0,0.0,6.6,81.76,Engaged Non-Buyers,0,Product Researchers
CUST-102685,2025-05-20,India,Mobile,Direct,3,13,93.4,0.633,5,0,0,0.0,66,1,0,0.347,1,0.0,0.0,4.33,28.93,One-time Visitors,3,Engaged Non-Buyers
CUST-102686,2025-04-15,United States,Mobile,Direct,1,10,98.4,0.919,4,0,0,0.0,87,0,0,0.376,0,0.0,0.0,10.0,33.19,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102687,2025-03-15,United States,Mobile,Paid Search,26,140,560.2,0.262,57,10,7,472.07,14,5,0,0.512,1,0.2692,0.7,5.38,80.83,High Value Loyal,2,High Value Loyal Customers
CUST-102688,2025-04-04,United Kingdom,Desktop,Organic Search,4,21,75.6,0.783,9,0,0,0.0,77,0,0,0.202,0,0.0,0.0,5.25,28.37,One-time Visitors,3,Engaged Non-Buyers
CUST-102689,2025-06-16,United Kingdom,Desktop,Paid Social,4,19,89.7,0.964,6,1,0,0.0,166,0,0,0.231,0,0.0,0.0,4.75,22.07,One-time Visitors,3,Engaged Non-Buyers
CUST-102690,2025-05-08,United States,Mobile,Direct,19,111,402.0,0.28,44,2,0,0.0,51,0,1,0.015,1,0.0,0.0,5.84,69.89,Engaged Non-Buyers,0,Product Researchers
CUST-102691,2025-03-26,India,Mobile,Referral,4,26,92.4,0.515,10,0,0,0.0,172,0,0,0.121,1,0.0,0.0,6.5,40.13,One-time Visitors,3,Engaged Non-Buyers
CUST-102692,2025-04-02,United States,Desktop,Referral,2,17,84.2,0.886,11,1,0,0.0,164,0,0,0.097,0,0.0,0.0,8.5,35.45,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102693,2025-02-28,Netherlands,Desktop,Direct,5,18,91.0,0.652,6,1,0,0.0,159,0,0,0.138,0,0.0,0.0,3.6,26.36,One-time Visitors,3,Engaged Non-Buyers
CUST-102694,2025-05-01,United Kingdom,Mobile,Direct,2,8,187.0,0.544,3,0,0,0.0,114,0,0,0.183,0,0.0,0.0,4.0,34.18,One-time Visitors,3,Engaged Non-Buyers
CUST-102695,2025-06-02,United Kingdom,Desktop,Paid Search,11,89,346.5,0.295,58,0,0,0.0,14,1,1,0.503,1,0.0,0.0,8.09,77.79,Product Researchers,0,Product Researchers
CUST-102696,2025-05-13,India,Mobile,Direct,16,105,430.6,0.218,48,3,0,0.0,57,3,1,0.279,0,0.0,0.0,6.56,76.35,Engaged Non-Buyers,0,Product Researchers
CUST-102697,2025-03-09,United States,Tablet,Email,15,91,552.7,0.069,49,0,1,87.7,64,0,3,0.562,1,0.0667,0.0,6.07,84.94,Product Researchers,0,Product Researchers
CUST-102698,2025-02-09,United Kingdom,Desktop,Organic Search,29,156,503.0,0.04,74,12,6,585.54,13,1,0,0.225,1,0.2069,0.5,5.38,85.96,High Value Loyal,2,High Value Loyal Customers
CUST-102699,2025-02-28,United Kingdom,Desktop,Referral,26,133,489.3,0.518,65,15,6,560.07,13,4,0,0.146,1,0.2308,0.4,5.12,72.5,High Value Loyal,2,High Value Loyal Customers
CUST-102700,2025-01-07,India,Mobile,Organic Search,20,130,322.9,0.281,64,1,2,119.85,71,3,1,0.106,1,0.1,1.0,6.5,74.12,Product Researchers,4,Engaged Non-Buyers
CUST-102701,2025-04-23,Canada,Tablet,Paid Search,18,105,383.2,0.218,50,0,0,0.0,50,3,1,0.425,1,0.0,0.0,5.83,72.31,Product Researchers,0,Product Researchers
CUST-102702,2025-01-26,Canada,Desktop,Organic Search,22,116,382.2,0.507,58,4,0,0.0,43,1,2,0.456,1,0.0,0.0,5.27,65.76,Product Researchers,0,Product Researchers
CUST-102703,2025-06-11,India,Desktop,Direct,33,149,631.9,0.231,47,10,8,774.67,5,2,1,0.315,1,0.2424,0.8,4.52,77.79,High Value Loyal,2,High Value Loyal Customers
CUST-102704,2025-01-09,United Kingdom,Desktop,Direct,12,87,432.9,0.353,39,3,0,0.0,33,3,1,0.424,1,0.0,0.0,7.25,72.47,Product Researchers,0,Product Researchers
CUST-102705,2025-01-21,Germany,Mobile,Organic Search,14,83,646.5,0.532,42,3,0,0.0,55,3,1,0.335,1,0.0,0.0,5.93,73.14,Engaged Non-Buyers,0,Product Researchers
CUST-102706,2025-04-08,United Kingdom,Mobile,Paid Search,2,16,105.8,0.523,10,0,0,0.0,124,0,0,0.246,0,0.0,0.0,8.0,45.3,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102707,2025-03-14,United Kingdom,Desktop,Email,2,13,87.5,0.685,7,1,0,0.0,144,0,0,0.157,0,0.0,0.0,6.5,34.71,One-time Visitors,3,Engaged Non-Buyers
CUST-102708,2025-06-11,United Kingdom,Desktop,Organic Search,18,112,439.5,0.419,46,3,1,55.78,17,2,0,0.203,0,0.0556,0.3333,6.22,70.09,Product Researchers,0,Product Researchers
CUST-102709,2025-04-05,United Kingdom,Tablet,Email,22,112,489.1,0.176,46,3,0,0.0,13,4,2,0.37,1,0.0,0.0,5.09,75.12,Engaged Non-Buyers,0,Product Researchers
CUST-102710,2025-06-03,France,Mobile,Paid Search,28,145,652.9,0.18,68,15,6,357.68,4,1,0,0.451,1,0.2143,0.4,5.18,86.67,High Value Loyal,2,High Value Loyal Customers
CUST-102711,2025-06-26,United States,Tablet,Paid Social,1,10,54.0,0.512,6,0,0,0.0,162,0,0,0.101,0,0.0,0.0,10.0,41.73,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102712,2025-05-28,Germany,Desktop,Paid Social,3,16,124.3,0.658,7,0,0,0.0,59,0,0,0.346,0,0.0,0.0,5.33,33.6,One-time Visitors,3,Engaged Non-Buyers
CUST-102713,2025-04-24,Germany,Mobile,Organic Search,17,128,369.4,0.471,79,0,1,61.31,45,2,2,0.592,1,0.0588,0.0,7.53,75.22,Product Researchers,0,Product Researchers
CUST-102714,2025-02-16,India,Desktop,Referral,16,104,467.6,0.41,58,1,1,59.97,67,4,2,0.398,1,0.0625,1.0,6.5,76.3,Product Researchers,4,Engaged Non-Buyers
CUST-102715,2025-02-18,Canada,Mobile,Paid Social,25,145,671.9,0.113,57,10,6,701.09,5,1,1,0.244,1,0.24,0.6,5.8,87.83,High Value Loyal,2,High Value Loyal Customers
CUST-102716,2025-06-21,United States,Desktop,Organic Search,41,212,537.7,0.134,74,13,6,581.05,14,1,0,0.131,1,0.1463,0.4615,5.17,84.68,High Value Loyal,2,High Value Loyal Customers
CUST-102717,2025-05-31,Netherlands,Desktop,Organic Search,21,105,482.6,0.132,38,10,3,142.58,34,2,3,0.472,1,0.1429,0.3,5.0,73.15,Deal Seekers,4,Engaged Non-Buyers
CUST-102718,2025-04-03,United Kingdom,Tablet,Organic Search,14,75,459.6,0.337,32,6,1,81.47,5,4,1,0.853,1,0.0714,0.1667,5.36,66.13,Deal Seekers,4,Engaged Non-Buyers
CUST-102719,2025-04-04,Canada,Mobile,Display,13,101,674.8,0.483,62,2,1,98.74,67,1,0,0.429,1,0.0769,0.5,7.77,86.28,Product Researchers,0,Product Researchers
CUST-102720,2025-05-20,United Kingdom,Mobile,Paid Social,29,98,327.3,0.435,30,5,1,63.12,15,2,0,0.979,1,0.0345,0.2,3.38,50.28,Deal Seekers,4,Engaged Non-Buyers
CUST-102721,2025-05-13,United States,Mobile,Email,23,112,497.1,0.284,50,4,0,0.0,28,2,2,0.249,1,0.0,0.0,4.87,73.35,Engaged Non-Buyers,0,Product Researchers
CUST-102722,2025-03-02,United States,Mobile,Organic Search,32,148,455.8,0.386,61,15,4,425.88,7,3,0,0.327,1,0.125,0.2667,4.62,71.36,High Value Loyal,2,High Value Loyal Customers
CUST-102723,2025-03-17,United States,Mobile,Paid Social,15,92,419.5,0.15,41,3,0,0.0,37,2,0,0.177,1,0.0,0.0,6.13,74.02,Engaged Non-Buyers,0,Product Researchers
CUST-102724,2025-04-08,United Kingdom,Mobile,Direct,18,84,388.8,0.26,46,4,0,0.0,21,1,0,0.377,1,0.0,0.0,4.67,66.68,Product Researchers,0,Product Researchers
CUST-102725,2025-06-06,United Kingdom,Desktop,Organic Search,23,106,362.3,0.137,45,8,2,63.17,16,2,1,0.676,1,0.087,0.25,4.61,67.93,Deal Seekers,4,Engaged Non-Buyers
CUST-102726,2025-04-30,Australia,Desktop,Direct,18,107,506.8,0.171,49,3,0,0.0,37,2,0,0.137,0,0.0,0.0,5.94,79.71,Engaged Non-Buyers,0,Product Researchers
CUST-102727,2025-06-24,United Kingdom,Mobile,Organic Search,16,107,408.1,0.202,53,1,2,173.37,57,2,1,0.346,0,0.125,1.0,6.69,77.55,Product Researchers,4,Engaged Non-Buyers
CUST-102728,2025-02-26,Germany,Mobile,Paid Search,27,157,595.9,0.209,79,14,5,519.21,8,2,1,0.174,1,0.1852,0.3571,5.81,87.75,High Value Loyal,2,High Value Loyal Customers
CUST-102729,2025-04-25,United Kingdom,Desktop,Paid Social,12,84,515.0,0.467,49,4,0,0.0,52,3,0,0.156,1,0.0,0.0,7.0,76.03,Engaged Non-Buyers,0,Product Researchers
CUST-102730,2025-02-16,India,Desktop,Direct,17,79,451.9,0.084,43,9,2,127.67,27,2,0,0.867,1,0.1176,0.2222,4.65,73.24,Deal Seekers,4,Engaged Non-Buyers
CUST-102731,2025-01-20,India,Mobile,Paid Search,18,99,465.0,0.389,42,1,1,54.62,65,2,1,0.355,1,0.0556,1.0,5.5,68.63,Product Researchers,4,Engaged Non-Buyers
CUST-102732,2025-03-31,United Kingdom,Desktop,Email,3,8,104.0,0.745,5,1,0,0.0,160,0,0,0.17,1,0.0,0.0,2.67,21.45,One-time Visitors,3,Engaged Non-Buyers
CUST-102733,2025-05-19,France,Mobile,Paid Search,3,15,100.5,0.953,7,1,0,0.0,141,0,0,0.312,0,0.0,0.0,5.0,23.99,One-time Visitors,3,Engaged Non-Buyers
CUST-102734,2025-02-23,India,Mobile,Paid Social,4,21,87.8,0.896,6,0,0,0.0,68,0,0,0.073,0,0.0,0.0,5.25,25.23,One-time Visitors,3,Engaged Non-Buyers
CUST-102735,2025-01-27,India,Mobile,Paid Search,18,90,456.1,0.348,42,3,0,0.0,46,1,0,0.207,1,0.0,0.0,5.0,67.65,Engaged Non-Buyers,0,Product Researchers
CUST-102736,2025-06-19,France,Mobile,Paid Search,5,21,114.9,0.771,4,0,1,29.02,151,1,0,0.284,1,0.2,0.0,4.2,25.83,One-time Visitors,3,Engaged Non-Buyers
CUST-102737,2025-01-04,United Kingdom,Tablet,Paid Search,16,79,249.3,0.108,32,6,2,73.71,36,2,0,0.79,1,0.125,0.3333,4.94,60.04,Deal Seekers,4,Engaged Non-Buyers
CUST-102738,2025-05-27,United Kingdom,Mobile,Organic Search,15,91,523.7,0.271,48,4,0,0.0,67,3,0,0.495,1,0.0,0.0,6.07,78.13,Product Researchers,0,Product Researchers
CUST-102739,2025-01-01,Canada,Desktop,Referral,11,94,443.5,0.242,61,2,1,76.7,50,2,0,0.436,1,0.0909,0.5,8.55,84.9,Product Researchers,0,Product Researchers
CUST-102740,2025-01-17,Germany,Mobile,Paid Social,29,149,355.7,0.074,59,14,5,542.88,2,3,1,0.084,1,0.1724,0.3571,5.14,75.14,High Value Loyal,2,High Value Loyal Customers
CUST-102741,2025-06-27,United States,Desktop,Organic Search,16,102,465.4,0.247,54,5,0,0.0,59,3,0,0.156,1,0.0,0.0,6.38,78.63,Product Researchers,0,Product Researchers
CUST-102742,2025-01-07,United States,Desktop,Paid Search,4,14,20.0,0.755,8,1,0,0.0,73,0,0,0.395,0,0.0,0.0,3.5,20.54,One-time Visitors,3,Engaged Non-Buyers
CUST-102743,2025-01-14,United States,Mobile,Organic Search,16,104,364.1,0.238,55,2,0,0.0,15,1,0,0.357,1,0.0,0.0,6.5,74.49,Product Researchers,0,Product Researchers
CUST-102744,2025-05-08,India,Desktop,Direct,20,119,361.6,0.551,57,1,0,0.0,62,2,1,0.443,1,0.0,0.0,5.95,65.43,Product Researchers,0,Product Researchers
CUST-102745,2025-06-21,United Kingdom,Desktop,Organic Search,20,90,639.1,0.186,46,2,0,0.0,69,3,0,0.668,0,0.0,0.0,4.5,78.57,Product Researchers,0,Product Researchers
CUST-102746,2025-02-10,India,Mobile,Organic Search,16,95,509.7,0.075,54,4,0,0.0,72,2,0,0.322,1,0.0,0.0,5.94,83.77,Product Researchers,0,Product Researchers
CUST-102747,2025-01-17,Canada,Tablet,Organic Search,2,14,153.9,0.886,8,0,0,0.0,111,0,0,0.277,0,0.0,0.0,7.0,34.88,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-102748,2025-05-11,Canada,Desktop,Organic Search,22,113,477.1,0.295,35,2,0,0.0,5,2,0,0.168,1,0.0,0.0,5.14,68.3,Engaged Non-Buyers,0,Product Researchers
CUST-102749,2025-01-11,India,Desktop,Organic Search,22,118,176.4,0.2,34,3,1,55.0,37,2,2,0.933,1,0.0455,0.3333,5.36,56.03,Deal Seekers,4,Engaged Non-Buyers
CUST-102750,2025-03-27,United Kingdom,Mobile,Organic Search,17,95,305.3,0.146,44,3,0,0.0,32,2,2,0.792,1,0.0,0.0,5.59,67.61,Deal Seekers,0,Product Researchers
CUST-102751,2025-01-15,India,Desktop,Email,14,89,445.4,0.318,34,8,1,62.45,5,2,0,0.528,1,0.0714,0.125,6.36,69.64,Deal Seekers,4,Engaged Non-Buyers
CUST-102752,2025-03-09,United Kingdom,Desktop,Organic Search,12,73,565.4,0.293,50,0,1,52.08,53,2,2,0.261,1,0.0833,0.0,6.08,80.34,Engaged Non-Buyers,0,Product Researchers
CUST-102753,2025-04-30,France,Mobile,Direct,16,85,335.9,0.442,39,3,0,0.0,14,2,0,0.479,0,0.0,0.0,5.31,59.34,Engaged Non-Buyers,0,Product Researchers
CUST-102754,2025-04-21,United States,Tablet,Organic Search,18,99,340.3,0.191,51,11,1,49.92,44,1,0,0.537,1,0.0556,0.0909,5.5,70.12,Deal Seekers,4,Engaged Non-Buyers
CUST-102755,2025-06-23,India,Desktop,Organic Search,22,105,431.2,0.284,47,3,0,0.0,5,3,0,0.439,0,0.0,0.0,4.77,68.84,Engaged Non-Buyers,0,Product Researchers
CUST-102756,2025-04-15,United Kingdom,Mobile,Display,10,87,388.7,0.23,57,2,0,0.0,10,0,1,0.317,1,0.0,0.0,8.7,81.23,Product Researchers,0,Product Researchers
CUST-102757,2025-01-16,United States,Mobile,Direct,18,88,487.0,0.112,39,4,1,51.29,63,4,0,0.509,1,0.0556,0.25,4.89,73.82,Engaged Non-Buyers,0,Product Researchers
CUST-102758,2025-06-29,United Kingdom,Desktop,Organic Search,8,74,482.6,0.255,52,2,1,59.36,21,1,1,0.305,1,0.125,0.5,9.25,83.74,Product Researchers,0,Product Researchers
CUST-102759,2025-03-05,Germany,Mobile,Organic Search,22,105,567.1,0.483,40,4,0,0.0,34,3,2,0.269,0,0.0,0.0,4.77,68.51,Engaged Non-Buyers,0,Product Researchers
CUST-102760,2025-04-15,India,Mobile,Organic Search,16,100,475.8,0.08,46,3,0,0.0,35,0,3,0.315,1,0.0,0.0,6.25,80.49,Product Researchers,0,Product Researchers
CUST-102761,2025-05-13,United Kingdom,Desktop,Email,14,108,483.0,0.329,45,7,5,324.68,27,2,3,0.85,1,0.3571,0.7143,7.71,78.89,Deal Seekers,4,Engaged Non-Buyers
CUST-102762,2025-02-16,India,Mobile,Paid Search,18,85,502.3,0.236,41,4,0,0.0,44,4,0,0.327,1,0.0,0.0,4.72,71.6,Engaged Non-Buyers,0,Product Researchers
CUST-102763,2025-02-03,United States,Mobile,Referral,17,98,353.6,0.468,46,8,2,134.21,3,2,2,0.737,0,0.1176,0.25,5.76,63.15,Deal Seekers,4,Engaged Non-Buyers
CUST-102764,2025-03-30,United Kingdom,Mobile,Paid Search,5,18,109.5,0.729,6,0,0,0.0,130,0,1,0.044,0,0.0,0.0,3.6,25.35,One-time Visitors,3,Engaged Non-Buyers
CUST-102765,2025-01-09,India,Desktop,Email,10,83,342.8,0.34,53,2,0,0.0,44,2,1,0.161,1,0.0,0.0,8.3,74.96,Product Researchers,0,Product Researchers
CUST-102766,2025-06-11,United States,Mobile,Paid Social,22,121,416.3,0.188,46,4,2,121.78,4,2,1,0.867,1,0.0909,0.5,5.5,72.45,Deal Seekers,4,Engaged Non-Buyers
CUST-102767,2025-04-12,United Kingdom,Desktop,Display,15,104,365.0,0.213,52,1,1,107.37,30,3,0,0.55,0,0.0667,1.0,6.93,75.58,Product Researchers,4,Engaged Non-Buyers
CUST-102768,2025-02-01,United States,Mobile,Referral,15,83,462.9,0.147,38,3,0,0.0,53,3,0,0.427,1,0.0,0.0,5.53,73.47,Engaged Non-Buyers,0,Product Researchers
CUST-102769,2025-05-08,United Kingdom,Desktop,Organic Search,19,94,321.6,0.315,34,8,0,0.0,39,2,0,0.744,1,0.0,0.0,4.95,59.12,Deal Seekers,4,Engaged Non-Buyers
CUST-102770,2025-03-15,Australia,Mobile,Paid Social,20,129,508.5,0.199,60,11,4,479.6,6,5,0,0.6,1,0.2,0.3636,6.45,84.08,High Value Loyal,2,High Value Loyal Customers
CUST-102771,2025-05-29,France,Desktop,Paid Social,19,90,599.1,0.103,34,7,0,0.0,44,3,0,0.342,1,0.0,0.0,4.74,77.63,Engaged Non-Buyers,0,Product Researchers
CUST-102772,2025-05-18,United Kingdom,Desktop,Display,33,163,483.9,0.397,61,8,5,358.87,13,3,1,0.449,1,0.1515,0.625,4.94,73.48,High Value Loyal,2,High Value Loyal Customers
CUST-102773,2025-03-16,Germany,Desktop,Direct,15,95,369.4,0.46,43,7,2,84.2,7,3,0,0.77,0,0.1333,0.2857,6.33,65.0,Deal Seekers,4,Engaged Non-Buyers
CUST-102774,2025-06-16,United States,Mobile,Paid Search,11,77,478.3,0.297,45,3,0,0.0,42,3,1,0.325,1,0.0,0.0,7.0,77.2,Product Researchers,0,Product Researchers
CUST-102775,2025-05-04,United Kingdom,Desktop,Email,4,17,74.5,0.685,10,1,0,0.0,153,0,0,0.469,0,0.0,0.0,4.25,27.95,One-time Visitors,3,Engaged Non-Buyers
CUST-102776,2025-01-09,United Kingdom,Mobile,Email,14,84,537.5,0.295,46,0,0,0.0,59,0,0,0.28,1,0.0,0.0,6.0,77.4,Engaged Non-Buyers,0,Product Researchers
